,diseases,#60-80,FPR_60-80,FNR_60-80,#40-60,FPR_40-60,FNR_40-60,#20-40,FPR_20-40,FNR_20-40,#80+,FPR_80+,FNR_80+,#0-20,FPR_0-20,FNR_0-20
0,No Finding,6753,0.151,0.314,4012,0.227,0.167,1168,0.248,0.118,2806,0.12,0.436,36,0.556,0.043
