,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,10279,0.152,0.272,2287,0.222,0.178,850,0.213,0.161,732,0.138,0.273,498,0.189,0.221,129,0.147,0.582
