,diseases,#60-80,FPR_60-80,FNR_60-80,#40-60,FPR_40-60,FNR_40-60,#20-40,FPR_20-40,FNR_20-40,#80+,FPR_80+,FNR_80+,#0-20,FPR_0-20,FNR_0-20
0,No Finding,6753,0.147,0.312,4012,0.215,0.174,1168,0.227,0.128,2806,0.124,0.435,36,0.528,0.043
